Päivämäärä;Auroransilta;Eteläesplanadi;Huopalahti (asema);Kaisaniemi/Eläintarhanlahti;Kaivokatu;Kulosaaren silta et.;Kulosaaren silta po. ;Kuusisaarentie;Käpylä, Pohjoisbaana;Lauttasaaren silta eteläpuoli;Merikannontie;Munkkiniemen silta eteläpuoli;Munkkiniemi silta pohjoispuoli;Heperian puisto/Ooppera;Pitkäsilta itäpuoli;Pitkäsilta länsipuoli;Lauttasaaren silta pohjoispuoli;Ratapihantie;Viikintie;Baana;
su 10 tammi 2016 10:00;;2;6;4;;0;4;4;;7;1;1;2;6;3;6;3;9;;11;
su 10 tammi 2016 11:00;;4;1;3;;0;20;6;;10;2;3;2;11;6;10;3;7;;15;
su 10 tammi 2016 12:00;;8;5;5;;0;14;6;;14;11;4;5;6;7;20;8;14;;5;
su 10 tammi 2016 13:00;;8;10;8;;0;7;4;;6;9;4;6;15;10;5;10;5;;24;
su 10 tammi 2016 14:00;;3;5;13;;0;18;9;;16;17;5;10;13;7;8;6;10;;22;
su 10 tammi 2016 15:00;;10;6;6;;0;12;2;;7;13;8;5;10;12;5;11;9;;12;
su 10 tammi 2016 16:00;;11;4;5;;0;10;4;;7;17;7;5;17;13;14;5;13;;13;
su 10 tammi 2016 17:00;;39;4;8;;0;10;3;;9;16;4;5;9;20;13;5;11;;17;
su 10 tammi 2016 18:00;;56;5;5;;0;9;4;;15;2;6;0;10;23;17;2;13;;8;
su 10 tammi 2016 19:00;;27;2;4;;0;5;4;;13;7;3;1;8;8;10;6;8;;10;
su 10 tammi 2016 20:00;;12;3;1;;0;1;3;;13;5;10;4;10;5;9;5;9;;13;
su 10 tammi 2016 21:00;;10;4;3;;0;10;1;;2;6;4;4;5;6;6;5;6;;7;
su 10 tammi 2016 22:00;;5;0;2;;0;3;1;;0;1;2;2;5;4;5;1;4;;2;
su 10 tammi 2016 23:00;;0;1;0;;0;0;1;;1;2;3;2;0;2;0;3;3;;2;
ma 11 tammi 2016 00:00;;1;1;0;;0;0;0;;1;1;1;0;0;1;1;0;1;;0;
ma 11 tammi 2016 01:00;;3;0;2;;0;2;0;;1;0;0;0;2;1;3;0;3;;4;
ma 11 tammi 2016 02:00;;1;3;2;;0;0;0;;2;1;1;1;8;0;1;1;0;;0;
ma 11 tammi 2016 03:00;;0;3;0;;0;1;0;;1;0;0;1;0;0;2;0;0;;3;
ma 11 tammi 2016 04:00;;0;3;0;;0;5;4;;0;1;1;0;8;1;0;0;3;;4;
ma 11 tammi 2016 05:00;;0;4;1;;0;6;5;;2;1;0;1;3;2;2;2;16;;7;
ma 11 tammi 2016 06:00;;7;23;10;;0;37;15;;17;10;12;11;19;10;2;14;36;;28;
ma 11 tammi 2016 07:00;;11;76;36;;0;76;25;;57;36;38;26;58;25;4;31;98;;65;
ma 11 tammi 2016 08:00;;43;73;65;;0;76;48;;74;58;57;26;104;50;12;47;133;;115;
ma 11 tammi 2016 09:00;;26;32;44;;0;37;28;;42;28;32;8;63;26;12;28;61;;73;
ma 11 tammi 2016 10:00;;11;10;16;;0;9;11;;12;11;10;2;31;16;9;9;22;;31;
ma 11 tammi 2016 11:00;;6;6;9;;0;10;2;;9;8;3;4;19;26;12;10;16;;17;
ma 11 tammi 2016 12:00;;10;2;7;;0;3;6;;10;6;7;4;16;17;11;2;10;;10;
ma 11 tammi 2016 13:00;;8;11;8;;0;16;4;;15;7;5;8;7;21;17;9;19;;23;
ma 11 tammi 2016 14:00;;12;16;14;;0;16;8;;16;10;4;5;17;21;12;9;23;;26;
ma 11 tammi 2016 15:00;;23;41;27;;0;38;30;;26;23;24;18;54;27;17;19;51;;61;
ma 11 tammi 2016 16:00;;32;74;39;;0;76;40;;44;48;36;23;65;53;18;37;104;;83;
ma 11 tammi 2016 17:00;;33;60;51;;0;46;24;;74;38;33;14;85;49;23;47;78;;97;
ma 11 tammi 2016 18:00;;14;29;27;;0;37;9;;28;29;27;9;51;34;16;28;53;;61;
ma 11 tammi 2016 19:00;;15;22;18;;0;24;12;;23;12;17;4;26;19;13;14;45;;39;
ma 11 tammi 2016 20:00;;10;10;4;;0;6;2;;10;12;10;7;22;14;4;7;20;;25;
ma 11 tammi 2016 21:00;;4;3;3;;0;8;4;;12;15;12;10;13;14;6;6;12;;10;
ma 11 tammi 2016 22:00;;1;5;1;;0;2;3;;5;5;4;1;4;5;3;5;8;;0;
ma 11 tammi 2016 23:00;;2;2;3;;0;3;2;;2;1;2;1;1;0;2;1;5;;1;
ti 12 tammi 2016 00:00;;1;1;0;;0;1;1;;2;0;0;1;4;1;0;0;12;;3;
ti 12 tammi 2016 01:00;;0;0;0;;0;0;0;;0;0;0;0;0;0;1;0;1;;0;
ti 12 tammi 2016 02:00;;1;0;0;;0;0;0;;1;0;0;1;0;0;2;0;8;;1;
ti 12 tammi 2016 03:00;;0;1;3;;0;2;0;;0;0;0;0;0;0;1;0;7;;0;
ti 12 tammi 2016 04:00;;0;2;0;;0;4;0;;0;0;0;0;0;0;2;0;1;;0;
ti 12 tammi 2016 05:00;;1;4;0;;0;7;2;;1;0;0;0;6;2;3;3;4;;7;
ti 12 tammi 2016 06:00;;2;13;5;;0;14;7;;18;0;3;5;10;3;1;4;26;;14;
ti 12 tammi 2016 07:00;;6;48;18;;0;23;25;;19;13;22;16;30;7;1;20;52;;38;
ti 12 tammi 2016 08:00;;17;45;27;;0;34;25;;35;23;23;10;46;21;8;29;84;;70;
ti 12 tammi 2016 09:00;;18;26;23;;0;21;13;;20;11;15;2;33;21;12;17;48;;47;
ti 12 tammi 2016 10:00;;7;4;9;;0;4;6;;4;5;5;1;11;10;11;6;15;;21;
ti 12 tammi 2016 11:00;;3;7;4;;0;1;0;;5;1;5;0;12;4;2;2;9;;10;
ti 12 tammi 2016 12:00;;4;1;4;;0;2;0;;2;2;0;5;9;6;7;2;8;;6;
ti 12 tammi 2016 13:00;;5;4;3;;0;5;1;;8;1;0;4;9;5;7;0;8;;2;
ti 12 tammi 2016 14:00;;5;5;4;;0;7;5;;14;5;5;4;12;8;10;2;13;;18;
ti 12 tammi 2016 15:00;;7;19;16;;0;17;17;;22;9;7;11;29;13;13;0;32;;31;
ti 12 tammi 2016 16:00;;14;36;24;;0;29;11;;24;16;14;15;48;20;18;14;59;;52;
ti 12 tammi 2016 17:00;;8;46;22;;0;26;17;;38;17;24;14;48;25;11;15;52;;47;
ti 12 tammi 2016 18:00;;8;20;17;;0;11;6;;28;14;13;10;47;17;9;8;35;;41;
ti 12 tammi 2016 19:00;;6;10;8;;0;8;11;;18;12;7;6;20;13;10;7;20;;18;
ti 12 tammi 2016 20:00;;4;8;5;;0;11;4;;8;4;2;3;15;7;4;11;11;;7;
ti 12 tammi 2016 21:00;;6;3;1;;0;6;1;;8;7;2;3;5;5;6;2;6;;8;
ti 12 tammi 2016 22:00;;1;1;2;;0;2;2;;2;5;3;0;4;1;2;3;6;;3;
ti 12 tammi 2016 23:00;;0;2;0;;0;3;0;;0;1;0;2;1;1;0;0;3;;2;
ke 13 tammi 2016 00:00;;0;0;2;;0;2;0;;1;0;0;0;2;1;0;0;3;;0;
ke 13 tammi 2016 01:00;;3;0;0;;0;1;0;;2;0;1;0;0;2;0;0;6;;1;
ke 13 tammi 2016 02:00;;0;0;0;;0;4;1;;1;0;1;0;0;0;0;0;4;;0;
ke 13 tammi 2016 03:00;;0;1;2;;0;0;0;;0;0;0;0;0;0;2;0;1;;5;
ke 13 tammi 2016 04:00;;1;0;0;;0;2;0;;0;0;0;0;0;1;1;0;5;;0;
ke 13 tammi 2016 05:00;;0;6;1;;0;3;2;;4;0;1;0;2;2;0;0;9;;6;
ke 13 tammi 2016 06:00;;6;22;6;;0;17;13;;13;4;7;9;14;9;3;8;31;;20;
ke 13 tammi 2016 07:00;;14;62;25;;0;37;23;;32;23;35;21;31;16;5;25;75;;51;
ke 13 tammi 2016 08:00;;22;47;37;;0;72;37;;48;40;41;12;73;34;9;34;106;;92;
ke 13 tammi 2016 09:00;;31;29;22;;0;19;17;;24;12;16;9;34;18;10;14;58;;51;
ke 13 tammi 2016 10:00;;8;6;7;;0;5;10;;18;8;9;4;21;8;10;8;14;;13;
ke 13 tammi 2016 11:00;;8;5;13;;0;10;7;;10;5;5;5;14;12;11;4;18;;19;
ke 13 tammi 2016 12:00;;11;4;8;;0;5;6;;11;7;5;2;18;12;10;8;19;;12;
ke 13 tammi 2016 13:00;;11;5;9;;0;9;4;;13;3;11;3;9;7;10;3;18;;10;
ke 13 tammi 2016 14:00;;12;12;10;;0;12;12;;19;11;6;4;9;16;12;10;17;;7;
ke 13 tammi 2016 15:00;;19;17;12;;0;23;19;;22;11;17;18;27;20;10;10;35;;39;
ke 13 tammi 2016 16:00;;24;47;36;;0;41;16;;49;36;28;22;50;38;15;31;80;;64;
ke 13 tammi 2016 17:00;;24;49;30;;0;37;24;;47;25;32;12;70;35;15;32;82;;78;
ke 13 tammi 2016 18:00;;26;24;13;;0;25;9;;27;26;19;7;35;22;14;16;42;;41;
ke 13 tammi 2016 19:00;;9;11;7;;0;12;13;;25;15;19;9;26;18;16;19;22;;30;
ke 13 tammi 2016 20:00;;12;8;8;;0;12;4;;5;13;14;1;19;13;17;9;17;;29;
ke 13 tammi 2016 21:00;;3;6;4;;0;4;2;;9;6;6;3;15;8;4;9;12;;17;
ke 13 tammi 2016 22:00;;3;2;4;;0;7;2;;6;4;4;2;3;2;2;3;10;;2;
ke 13 tammi 2016 23:00;;1;1;2;;0;3;1;;2;1;3;0;1;4;1;0;4;;2;
to 14 tammi 2016 00:00;;0;0;2;;0;0;0;;4;0;2;1;1;0;1;0;1;;0;
to 14 tammi 2016 01:00;;1;0;0;;0;0;1;;3;1;0;0;0;0;3;0;0;;0;
to 14 tammi 2016 02:00;;1;0;0;;0;2;1;;1;0;0;0;1;0;6;0;0;;1;
to 14 tammi 2016 03:00;;0;0;0;;0;0;0;;0;0;0;0;2;0;1;2;1;;3;
to 14 tammi 2016 04:00;;0;2;0;;0;2;0;;0;0;0;0;0;0;0;1;6;;1;
to 14 tammi 2016 05:00;;0;6;0;;0;7;2;;2;0;2;0;2;1;2;2;11;;7;
to 14 tammi 2016 06:00;;5;26;14;;0;15;17;;10;8;14;7;18;10;3;12;32;;23;
to 14 tammi 2016 07:00;;8;56;26;;0;55;21;;42;37;41;23;40;12;4;30;84;;62;
to 14 tammi 2016 08:00;;31;64;49;;0;82;37;;70;51;57;19;82;45;6;39;113;;110;
to 14 tammi 2016 09:00;;25;23;37;;0;27;33;;55;23;37;18;43;31;8;17;48;;58;
to 14 tammi 2016 10:00;;13;7;14;;0;8;22;;26;13;9;4;21;17;7;5;21;;19;
to 14 tammi 2016 11:00;;13;11;6;;0;4;3;;17;9;10;5;17;16;8;2;14;;16;
to 14 tammi 2016 12:00;;17;8;5;;0;10;5;;17;13;7;6;15;10;10;5;33;;10;
to 14 tammi 2016 13:00;;15;6;12;;0;10;9;;18;11;13;5;12;7;10;6;19;;18;
to 14 tammi 2016 14:00;;11;11;12;;0;15;9;;17;13;8;8;12;28;16;7;25;;23;
to 14 tammi 2016 15:00;;13;26;32;;0;35;38;;33;27;31;15;35;24;10;7;55;;50;
to 14 tammi 2016 16:00;;30;58;25;;0;38;21;;50;48;35;26;70;40;13;27;89;;89;
to 14 tammi 2016 17:00;;23;48;26;;0;42;19;;55;39;50;27;70;46;19;37;82;;79;
to 14 tammi 2016 18:00;;30;31;19;;0;30;16;;39;27;33;10;44;31;17;21;48;;52;
to 14 tammi 2016 19:00;;14;15;12;;0;14;12;;23;18;13;7;27;10;11;12;27;;27;
to 14 tammi 2016 20:00;;12;12;10;;0;13;3;;15;14;11;7;18;18;7;10;26;;23;
to 14 tammi 2016 21:00;;3;3;5;;0;2;4;;16;7;9;10;14;6;6;0;12;;14;
to 14 tammi 2016 22:00;;3;3;0;;0;6;0;;5;3;3;3;7;2;1;2;18;;4;
to 14 tammi 2016 23:00;;2;2;1;;0;2;1;;1;0;0;1;4;1;2;0;5;;3;
pe 15 tammi 2016 00:00;;1;1;0;;0;2;0;;3;0;0;0;2;2;1;1;3;;1;
pe 15 tammi 2016 01:00;;0;1;1;;0;0;0;;0;0;0;0;0;0;0;0;1;;0;
pe 15 tammi 2016 02:00;;0;1;0;;0;1;0;;2;0;0;0;1;1;1;0;20;;2;
pe 15 tammi 2016 03:00;;0;0;0;;0;0;0;;0;0;0;0;0;0;1;0;0;;0;
pe 15 tammi 2016 04:00;;0;1;2;;0;2;0;;0;0;1;0;0;3;0;0;1;;1;
pe 15 tammi 2016 05:00;;0;4;1;;0;6;1;;2;1;0;1;2;2;1;3;12;;4;
pe 15 tammi 2016 06:00;;4;20;11;;0;22;13;;13;12;21;5;20;9;3;13;35;;19;
pe 15 tammi 2016 07:00;;9;49;23;;0;40;19;;27;41;52;24;35;15;3;32;68;;60;
pe 15 tammi 2016 08:00;;25;55;35;;0;74;25;;46;42;41;18;63;37;11;33;125;;99;
pe 15 tammi 2016 09:00;;18;21;25;;0;21;28;;22;24;31;14;43;29;7;15;43;;47;
pe 15 tammi 2016 10:00;;8;2;13;;0;10;9;;9;7;7;5;23;11;9;4;31;;21;
pe 15 tammi 2016 11:00;;17;3;10;;0;7;5;;9;5;5;3;10;15;12;4;10;;17;
pe 15 tammi 2016 12:00;;10;3;8;;0;6;9;;10;7;11;7;16;12;7;1;19;;15;
pe 15 tammi 2016 13:00;;12;4;5;;0;7;9;;15;16;12;5;15;17;12;5;9;;25;
pe 15 tammi 2016 14:00;;14;11;8;;0;20;11;;15;12;8;12;17;16;19;10;29;;31;
pe 15 tammi 2016 15:00;;18;34;23;;0;37;22;;19;35;29;8;27;28;14;24;53;;45;
pe 15 tammi 2016 16:00;;29;44;37;;0;40;23;;34;37;38;17;50;37;20;29;87;;72;
pe 15 tammi 2016 17:00;;24;41;33;;0;40;17;;32;32;34;17;55;51;12;29;61;;74;
pe 15 tammi 2016 18:00;;18;20;16;;0;18;5;;14;24;32;11;41;27;7;14;38;;38;
pe 15 tammi 2016 19:00;;14;11;14;;0;13;3;;10;8;10;5;19;20;11;7;20;;20;
pe 15 tammi 2016 20:00;;4;5;7;;0;7;4;;6;6;11;4;18;19;3;8;11;;25;
pe 15 tammi 2016 21:00;;3;7;3;;0;3;4;;0;2;4;5;13;9;3;7;14;;15;
pe 15 tammi 2016 22:00;;3;2;3;;0;4;3;;1;4;3;5;5;7;5;5;6;;8;
pe 15 tammi 2016 23:00;;4;3;3;;0;1;2;;4;6;3;1;3;5;7;2;7;;7;
la 16 tammi 2016 00:00;;2;0;0;;0;5;0;;0;0;2;0;1;2;1;2;2;;0;
la 16 tammi 2016 01:00;;1;0;0;;0;0;0;;0;1;0;1;1;0;2;2;0;;0;
la 16 tammi 2016 02:00;;0;2;0;;0;0;0;;5;1;1;1;1;2;2;0;0;;1;
la 16 tammi 2016 03:00;;0;0;2;;0;2;0;;1;1;1;0;1;3;1;1;2;;0;
la 16 tammi 2016 04:00;;0;2;2;;0;1;1;;0;0;1;1;0;2;1;1;4;;0;
la 16 tammi 2016 05:00;;0;1;1;;0;0;0;;0;0;0;0;0;1;1;0;0;;0;
la 16 tammi 2016 06:00;;0;2;3;;0;2;0;;0;1;4;2;1;1;2;0;9;;3;
la 16 tammi 2016 07:00;;1;5;11;;0;3;1;;0;1;1;1;2;0;2;4;27;;3;
la 16 tammi 2016 08:00;;3;2;4;;0;2;1;;0;3;5;1;7;4;0;1;12;;5;
la 16 tammi 2016 09:00;;7;3;17;;0;8;1;;0;5;4;3;5;9;3;2;32;;8;
la 16 tammi 2016 10:00;;1;3;5;;0;8;2;;1;9;6;3;7;11;8;8;19;;10;
la 16 tammi 2016 11:00;;4;4;6;;0;9;2;;0;11;8;6;9;17;7;2;12;;13;
la 16 tammi 2016 12:00;;9;8;8;;0;13;5;;0;3;16;12;10;10;8;6;14;;15;
la 16 tammi 2016 13:00;;6;8;5;;0;11;7;;1;12;5;7;19;16;13;1;9;;13;
la 16 tammi 2016 14:00;;11;14;15;;0;8;4;;0;10;4;9;15;12;12;4;22;;14;
la 16 tammi 2016 15:00;;8;7;8;;0;4;2;;1;6;9;5;14;11;13;10;21;;14;
la 16 tammi 2016 16:00;;9;11;3;;0;3;1;;0;7;8;8;9;20;10;6;4;;17;
la 16 tammi 2016 17:00;;8;9;7;;0;6;4;;0;5;6;2;8;10;17;3;6;;10;
la 16 tammi 2016 18:00;;5;6;8;;0;3;4;;0;4;5;5;8;9;9;1;13;;10;
la 16 tammi 2016 19:00;;3;3;5;;0;4;0;;0;4;2;1;10;4;11;3;7;;8;
la 16 tammi 2016 20:00;;4;1;2;;0;3;1;;0;1;3;0;5;6;5;2;10;;8;
la 16 tammi 2016 21:00;;3;3;14;;0;3;5;;0;2;4;0;5;6;4;0;16;;4;
la 16 tammi 2016 22:00;;4;1;7;;0;1;0;;0;2;1;1;4;2;4;3;9;;3;
la 16 tammi 2016 23:00;;2;0;3;;0;3;0;;0;1;4;3;1;5;2;2;17;;2;
su 17 tammi 2016 00:00;;1;1;4;;0;2;1;;130;0;1;0;2;2;3;1;4;;3;
su 17 tammi 2016 01:00;;1;1;0;;0;0;2;;28;0;1;0;2;2;5;0;7;;1;
su 17 tammi 2016 02:00;;0;0;1;;0;0;0;;1;0;0;1;2;0;3;0;1;;1;
su 17 tammi 2016 03:00;;1;0;0;;0;1;0;;0;0;0;1;1;3;2;0;5;;1;
su 17 tammi 2016 04:00;;0;0;2;;0;4;0;;2;0;0;0;1;2;0;0;1;;0;
su 17 tammi 2016 05:00;;1;1;0;;0;2;0;;2;0;0;1;1;0;0;0;0;;1;
su 17 tammi 2016 06:00;;0;0;1;;0;2;0;;3;4;3;0;1;0;0;1;1;;3;
su 17 tammi 2016 07:00;;2;4;3;;0;3;1;;0;1;2;2;2;0;0;0;3;;3;
su 17 tammi 2016 08:00;;3;1;1;;0;4;2;;2;2;4;0;0;1;4;1;9;;3;
su 17 tammi 2016 09:00;;2;5;6;;0;3;1;;5;3;3;3;5;4;3;2;6;;4;
su 17 tammi 2016 10:00;;1;4;7;;0;3;2;;9;4;2;1;11;2;9;5;5;;9;
su 17 tammi 2016 11:00;;4;8;4;;0;10;7;;7;9;15;1;14;8;10;4;11;;5;
su 17 tammi 2016 12:00;;1;6;10;;0;16;11;;8;14;9;6;11;7;10;6;16;;17;
su 17 tammi 2016 13:00;;10;3;11;;0;14;9;;19;16;4;8;22;10;9;8;10;;27;
su 17 tammi 2016 14:00;;9;11;8;;0;20;8;;17;11;10;8;19;17;14;13;12;;21;
su 17 tammi 2016 15:00;;11;6;4;;0;8;7;;14;12;7;3;16;14;10;6;19;;21;
su 17 tammi 2016 16:00;;7;5;5;;0;16;3;;16;10;8;4;22;17;11;8;7;;19;
su 17 tammi 2016 17:00;;7;7;9;;0;9;2;;15;13;7;10;19;11;10;13;5;;13;
su 17 tammi 2016 18:00;;4;5;3;;0;7;5;;9;5;5;3;13;6;8;4;11;;15;
su 17 tammi 2016 19:00;;4;4;1;;0;3;3;;13;7;2;4;11;8;6;4;4;;7;
su 17 tammi 2016 20:00;;6;1;5;;0;6;2;;8;6;4;0;10;5;4;5;7;;10;
su 17 tammi 2016 21:00;;3;2;1;;0;2;8;;2;4;2;4;7;3;3;3;6;;2;
su 17 tammi 2016 22:00;;1;1;3;;0;1;0;;3;4;2;1;2;4;3;2;6;;2;
su 17 tammi 2016 23:00;;0;0;1;;0;3;0;;2;1;0;0;0;0;0;1;3;;1;
ma 18 tammi 2016 00:00;;1;0;0;;0;1;0;;0;0;0;0;3;0;0;0;1;;2;
ma 18 tammi 2016 01:00;;0;0;0;;0;0;0;;0;0;0;0;0;0;1;0;2;;0;
ma 18 tammi 2016 02:00;;0;0;0;;0;0;0;;1;1;0;2;1;1;0;0;1;;1;
ma 18 tammi 2016 03:00;;0;0;0;;0;1;0;;0;0;0;0;1;1;1;0;1;;0;
ma 18 tammi 2016 04:00;;0;4;0;;0;3;0;;1;2;0;2;0;0;0;0;3;;1;
ma 18 tammi 2016 05:00;;1;3;2;;0;7;1;;1;0;2;0;4;3;1;1;15;;8;
ma 18 tammi 2016 06:00;;4;19;3;;0;26;9;;26;8;14;5;16;7;3;13;28;;34;
ma 18 tammi 2016 07:00;;11;68;17;;0;49;17;;58;49;43;20;53;19;5;27;77;;65;
ma 18 tammi 2016 08:00;;30;64;53;;0;88;37;;96;52;58;24;89;52;11;47;135;;0;
ma 18 tammi 2016 09:00;;31;28;34;;0;39;24;;56;30;37;13;45;30;12;26;45;;0;
ma 18 tammi 2016 10:00;;9;2;15;;0;6;16;;17;12;13;5;20;22;10;7;15;;29;
ma 18 tammi 2016 11:00;;9;5;13;;0;12;9;;21;6;11;5;10;19;11;7;17;;15;
ma 18 tammi 2016 12:00;;13;5;11;;0;8;5;;15;9;8;9;13;8;12;3;19;;18;
ma 18 tammi 2016 13:00;;15;5;13;;0;11;4;;19;5;5;1;15;8;10;10;18;;19;
ma 18 tammi 2016 14:00;;14;10;7;;0;11;8;;23;12;11;8;11;17;7;6;18;;22;
ma 18 tammi 2016 15:00;;22;26;25;;0;30;34;;37;22;31;20;31;30;12;16;57;;51;
ma 18 tammi 2016 16:00;;30;57;36;;0;39;24;;65;39;40;25;51;36;17;31;76;;70;
ma 18 tammi 2016 17:00;;34;44;41;;0;50;21;;73;47;48;22;75;37;15;32;93;;96;
ma 18 tammi 2016 18:00;;17;32;19;;0;33;19;;37;28;29;13;43;42;12;30;45;;49;
ma 18 tammi 2016 19:00;;23;15;12;;0;20;13;;37;13;10;8;28;16;16;10;24;;30;
ma 18 tammi 2016 20:00;;11;7;7;;0;8;7;;16;12;11;6;14;10;11;8;14;;23;
ma 18 tammi 2016 21:00;;4;7;14;;0;7;5;;13;5;9;5;12;8;7;6;14;;13;
ma 18 tammi 2016 22:00;;3;6;6;;0;1;3;;5;7;7;1;1;0;2;6;12;;6;
ma 18 tammi 2016 23:00;;0;3;7;;0;1;2;;2;2;2;3;1;2;4;0;9;;3;
ti 19 tammi 2016 00:00;;2;0;0;;0;1;1;;2;0;0;0;0;1;0;1;28;;1;
ti 19 tammi 2016 01:00;;0;0;0;;0;0;0;;0;0;0;1;1;0;1;0;0;;0;
ti 19 tammi 2016 02:00;;0;0;5;;0;0;0;;2;0;0;1;2;0;1;0;2;;0;
ti 19 tammi 2016 03:00;;0;5;0;;0;1;0;;4;0;0;0;1;4;1;0;0;;1;
ti 19 tammi 2016 04:00;;0;2;0;;0;1;0;;0;2;0;0;0;2;10;1;2;;0;
ti 19 tammi 2016 05:00;;3;5;2;;0;9;4;;4;0;2;1;1;2;1;3;10;;7;
ti 19 tammi 2016 06:00;;4;21;4;;0;27;13;;15;7;15;9;21;8;0;14;42;;31;
ti 19 tammi 2016 07:00;;14;62;24;;0;50;28;;61;38;48;24;66;31;12;27;85;;3;
ti 19 tammi 2016 08:00;;32;56;56;;0;78;46;;64;41;52;25;85;52;9;48;122;;0;
ti 19 tammi 2016 09:00;;20;26;28;;0;29;22;;44;26;32;10;65;38;6;20;59;;56;
ti 19 tammi 2016 10:00;;12;8;13;;0;14;9;;6;5;12;4;24;15;5;3;28;;28;
ti 19 tammi 2016 11:00;;10;6;10;;0;10;10;;16;4;5;6;18;12;6;3;15;;14;
ti 19 tammi 2016 12:00;;8;8;12;;0;12;3;;16;4;4;9;21;17;24;2;21;;17;
ti 19 tammi 2016 13:00;;9;9;5;;0;6;5;;12;10;11;5;10;11;3;8;18;;14;
ti 19 tammi 2016 14:00;;20;13;9;;0;16;13;;14;12;18;4;11;19;15;8;22;;24;
ti 19 tammi 2016 15:00;;12;34;23;;0;30;12;;37;21;23;14;32;38;16;18;50;;62;
ti 19 tammi 2016 16:00;;25;59;44;;0;56;41;;74;49;34;30;68;43;15;38;77;;93;
ti 19 tammi 2016 17:00;;27;64;34;;0;44;31;;81;51;46;24;93;49;20;47;89;;88;
ti 19 tammi 2016 18:00;;18;17;26;;0;30;24;;43;32;36;5;53;27;10;18;53;;57;
ti 19 tammi 2016 19:00;;13;16;14;;0;20;17;;22;17;19;7;21;19;10;10;25;;32;
ti 19 tammi 2016 20:00;;6;8;4;;0;6;3;;27;7;11;9;21;13;10;10;33;;19;
ti 19 tammi 2016 21:00;;3;7;7;;0;8;3;;5;10;7;2;4;11;8;7;16;;16;
ti 19 tammi 2016 22:00;;4;3;2;;0;6;1;;11;4;8;3;5;1;5;2;9;;8;
ti 19 tammi 2016 23:00;;2;3;3;;0;1;2;;1;0;0;1;1;0;1;1;7;;1;
ke 20 tammi 2016 00:00;;1;0;0;;0;0;0;;1;1;1;0;1;0;3;1;0;;0;
ke 20 tammi 2016 01:00;;1;1;0;;0;1;1;;0;0;0;0;1;0;0;1;0;;0;
ke 20 tammi 2016 02:00;;0;0;0;;0;0;0;;1;0;0;1;0;0;1;0;0;;0;
ke 20 tammi 2016 03:00;;0;0;0;;0;1;1;;0;0;0;0;0;1;1;0;0;;0;
ke 20 tammi 2016 04:00;;0;1;0;;0;2;0;;1;0;1;0;0;1;0;0;2;;0;
ke 20 tammi 2016 05:00;;0;4;2;;0;6;1;;0;2;0;1;2;2;1;2;9;;3;
ke 20 tammi 2016 06:00;;9;23;10;;0;16;13;;18;7;19;6;19;9;4;10;26;;25;
ke 20 tammi 2016 07:00;;10;51;22;;0;39;32;;51;51;45;20;56;15;8;28;65;;69;
ke 20 tammi 2016 08:00;;32;39;48;;0;54;46;;60;43;37;18;82;49;15;33;96;;113;
ke 20 tammi 2016 09:00;;18;29;30;;0;20;22;;38;16;25;10;52;28;9;21;51;;70;
ke 20 tammi 2016 10:00;;13;7;17;;0;7;4;;6;6;5;4;21;10;7;2;11;;19;
ke 20 tammi 2016 11:00;;15;9;8;;0;2;4;;14;5;3;2;13;7;8;4;8;;16;
ke 20 tammi 2016 12:00;;10;3;13;;0;4;3;;15;8;7;4;6;11;9;1;12;;11;
ke 20 tammi 2016 13:00;;16;7;4;;0;10;8;;9;6;6;5;13;6;12;8;9;;23;
ke 20 tammi 2016 14:00;;13;13;13;;0;7;5;;20;8;6;6;13;15;13;5;16;;23;
ke 20 tammi 2016 15:00;;18;22;19;;0;19;25;;44;24;22;14;33;23;18;16;37;;48;
ke 20 tammi 2016 16:00;;39;40;43;;0;41;26;;71;44;40;19;60;48;16;33;78;;93;
ke 20 tammi 2016 17:00;;23;44;34;;0;38;32;;65;19;34;16;53;47;15;22;57;;77;
ke 20 tammi 2016 18:00;;25;20;16;;0;33;20;;48;32;30;9;46;23;13;18;41;;58;
ke 20 tammi 2016 19:00;;9;11;11;;0;16;10;;24;16;14;7;18;12;14;9;12;;23;
ke 20 tammi 2016 20:00;;5;9;5;;0;7;5;;21;12;9;2;13;22;4;10;10;;29;
ke 20 tammi 2016 21:00;;6;6;8;;0;9;6;;12;8;13;4;8;12;9;3;11;;10;
ke 20 tammi 2016 22:00;;2;2;3;;0;1;2;;12;2;5;1;4;4;2;5;12;;5;
ke 20 tammi 2016 23:00;;2;1;1;;0;2;5;;0;2;3;1;1;1;3;0;2;;1;
to 21 tammi 2016 00:00;;1;0;0;;0;0;1;;2;0;0;0;1;0;0;0;0;;0;
to 21 tammi 2016 01:00;;2;1;0;;0;1;0;;2;0;1;0;0;1;0;13;2;;2;
to 21 tammi 2016 02:00;;1;1;0;;0;1;1;;2;0;0;0;0;0;2;3;1;;3;
to 21 tammi 2016 03:00;;0;0;0;;0;1;0;;0;0;0;0;0;1;2;0;0;;3;
to 21 tammi 2016 04:00;;0;2;1;;0;2;0;;1;0;0;1;0;3;0;1;2;;0;
to 21 tammi 2016 05:00;;1;4;2;;0;2;2;;1;1;0;0;1;0;2;5;11;;3;
to 21 tammi 2016 06:00;;5;15;9;;0;22;5;;14;5;15;2;16;3;5;14;21;;28;
